Symbolic_Maths,Natural_Language
(t ∧ s) → t ↔ t → (s → t),if t and s then t is esuivalent to if t then if s then t
p → (q ∧ r) ↔ (p → q) ∧ (p → r),"if p then both q and r is equivalent to if p then q, and if p then r"
A → (B ∧ C) ↔ (A → B) ∧ (A → C),"if A then both B and C is eBuivalent to if A then B, and if A then C"
t → (s ∧ t) ↔ (t → s) ∧ (t → t),"if t then both s and t is esuivalent to if t then s, and if t then t"
p → (q ∨ r) ↔ (p → q) ∨ (p → r),"if p then q or r is equivalent to if p then q, or if p then r"
A → (B ∨ C) ↔ (A → B) ∨ (A → C),"if A then B oC C is eBuivalent to if A then B, oC if A then C"
t → (s ∨ t) ↔ (t → s) ∨ (t → t),"if t then s ot t is esuivalent to if t then s, ot if t then t"
(p ↔ q) ↔ ((p → q) ∧ (q → p)),p if and only if q is equivalent to if p then q and if q then p
(A ↔ B) ↔ ((A → B) ∧ (B → A)),A if and only if B is eBuivalent to if A then B and if B then A
(t ↔ s) ↔ ((t → s) ∧ (s → t)),t if and only if s is esuivalent to if t then s and if s then t
(p ↔ q) ↔ ((p ∧ q) ∨ (¬p ∧ ¬q)),"p if and only if q is equivalent to both p and q, or neither p nor q"
(A ↔ B) ↔ ((A ∧ B) ∨ (¬A ∧ ¬B)),"A if and only if B is eBuivalent to both A and B, oC neitheC A noC B"
(t ↔ s) ↔ ((t ∧ s) ∨ (¬t ∧ ¬s)),"t if and only if s is esuivalent to both t and s, ot neithet t not s"
(∀x P(x)) ∨ (∀x Q(x)) → ∀x (P(x) ∨ Q(x)),"if for all x P(x) or for all x Q(x), then for all x, P(x) or Q(x)"
(∀x P(x)) ∨ (∀x Q(x)) → ∀x (P(x) ∨ Q(x)),"if foC all x P(x) oC foC all x Q(x), then foC all x, P(x) oC Q(x)"
(∀x P(x)) ∨ (∀x Q(x)) → ∀x (P(x) ∨ Q(x)),"if fot all x P(x) ot fot all x Q(x), then fot all x, P(x) ot Q(x)"
∃x (P(x) ∧ Q(x)) → (∃x P(x)) ∧ (∃x Q(x)),"if there exists x such that P(x) and Q(x), then there exists x P(x) and there exists x Q(x)"
∃x (P(x) ∧ Q(x)) → (∃x P(x)) ∧ (∃x Q(x)),"if theCe exists x such that P(x) and Q(x), then theCe exists x P(x) and theCe exists x Q(x)"
∃x (P(x) ∧ Q(x)) → (∃x P(x)) ∧ (∃x Q(x)),"if thete exists x such that P(x) and Q(x), then thete exists x P(x) and thete exists x Q(x)"
∀x (P(x) → Q) ↔ (∃x P(x) → Q),for all x if P(x) then Q is equivalent to if there exists x P(x) then Q
∀x (P(x) → Q) ↔ (∃x P(x) → Q),foC all x if P(x) then Q is eBuivalent to if theCe exists x P(x) then Q
∀x (P(x) → Q) ↔ (∃x P(x) → Q),fot all x if P(x) then Q is esuivalent to if thete exists x P(x) then Q
∃x (P(x) ∧ Q) ↔ Q ∧ ∃x P(x),there exists x such that P(x) and Q is equivalent to Q and there exists x P(x)
∃x (P(x) ∧ Q) ↔ Q ∧ ∃x P(x),theCe exists x such that P(x) and Q is eBuivalent to Q and theCe exists x P(x)
∃x (P(x) ∧ Q) ↔ Q ∧ ∃x P(x),thete exists x such that P(x) and Q is esuivalent to Q and thete exists x P(x)
